holder_id,vendor,holder_type,taper,gauge_length_in,body_diameter_in,max_rpm,runout_um
generic:ER16:BT40:0,generic,ER16,BT40,2.7559,1.6535,25000,5
generic:ER25:BT40:1,generic,ER25,BT40,3.1496,1.9685,20000,5
generic:ER32:BT40:2,generic,ER32,BT40,3.5433,2.1654,18000,5
generic:ER40:BT40:3,generic,ER40,BT40,3.937,2.4803,15000,8
generic:ER16:CAT40:4,generic,ER16,CAT40,2.9528,1.6535,25000,5
generic:ER32:CAT40:5,generic,ER32,CAT40,3.7402,2.1654,18000,5
generic:ER16:HSK-A63:6,generic,ER16,HSK-A63,2.3622,1.6535,30000,3
generic:ER32:HSK-A63:7,generic,ER32,HSK-A63,3.1496,2.1654,22000,3
generic:Shrink_6:BT40:8,generic,Shrink_6,BT40,2.9528,1.1024,40000,3
generic:Shrink_10:BT40:9,generic,Shrink_10,BT40,3.1496,1.2598,35000,3
generic:Shrink_12:BT40:10,generic,Shrink_12,BT40,3.3465,1.378,30000,3
generic:Shrink_16:BT40:11,generic,Shrink_16,BT40,3.5433,1.5748,28000,3
generic:Shrink_20:BT40:12,generic,Shrink_20,BT40,3.937,1.7717,25000,3
generic:Hydraulic_12:BT40:13,generic,Hydraulic_12,BT40,3.3465,1.5748,30000,3
generic:Hydraulic_16:BT40:14,generic,Hydraulic_16,BT40,3.7402,1.8898,25000,3
generic:Hydraulic_20:BT40:15,generic,Hydraulic_20,BT40,3.937,2.1654,22000,3
generic:Weldon_6:BT40:16,generic,Weldon_6,BT40,3.1496,1.378,20000,10
generic:Weldon_10:BT40:17,generic,Weldon_10,BT40,3.3465,1.5748,18000,10
generic:Weldon_12:BT40:18,generic,Weldon_12,BT40,3.5433,1.6535,16000,10
generic:Weldon_16:BT40:19,generic,Weldon_16,BT40,3.7402,1.9685,14000,10
generic:Weldon_20:BT40:20,generic,Weldon_20,BT40,3.937,2.1654,12000,10
generic:Weldon_25:BT40:21,generic,Weldon_25,BT40,4.3307,2.4803,10000,12
generic:Shell_22:BT40:22,generic,Shell_22,BT40,1.9685,1.4961,15000,8
generic:Shell_27:BT40:23,generic,Shell_27,BT40,2.1654,1.7717,12000,8
generic:Shell_32:BT40:24,generic,Shell_32,BT40,2.3622,1.9685,10000,10
generic:ER32:CAT50:25,generic,ER32,CAT50,3.937,2.3622,14000,5
generic:Shell_32:CAT50:26,generic,Shell_32,CAT50,2.5591,2.1654,8000,10
HSKE32ER16X60,tungaloy,ER,HSK-E32,1.5748,1.1024,,
HSKE32ER20X60,tungaloy,ER,HSK-E32,1.5748,1.3386,,
HSKE32ER25X65,tungaloy,ER,HSK-E32,1.7717,1.6535,,
HSKE40ER16X60,tungaloy,ER,HSK-E40,1.5748,1.1024,,
HSKE40ER16X80,tungaloy,ER,HSK-E40,2.3622,1.1024,,
HSKE40ER20X80,tungaloy,ER,HSK-E40,2.3622,1.3386,,
HSKE40ER25X80,tungaloy,ER,HSK-E40,2.3622,1.6535,,
HSKE40ER32X80,tungaloy,ER,HSK-E40,2.3622,1.9685,,
HSKE50ER16X100,tungaloy,ER,HSK-E50,2.9134,1.1024,,
HSKE50ER16X100M,tungaloy,ER,HSK-E50,2.9134,0.8661,,
HSKE50ER16X80,tungaloy,ER,HSK-E50,2.126,1.1024,,
HSKE50ER20X80,tungaloy,ER,HSK-E50,2.126,1.3386,,
HSKE50ER25X80,tungaloy,ER,HSK-E50,2.126,1.6535,,
HSKE50ER32X80,tungaloy,ER,HSK-E50,2.126,1.9685,,
HSKE50ER32X100,tungaloy,ER,HSK-E50,2.9134,1.9685,,
HSKE63ER16X80,tungaloy,ER,HSK-E63,2.126,1.1024,,
HSKE63ER16X100,tungaloy,ER,HSK-E63,2.9134,1.1024,,
HSKE63ER20X75,tungaloy,ER,HSK-E63,1.9291,1.3386,,
HSKE63ER32X100,tungaloy,ER,HSK-E63,2.9528,1.9685,,
HSKA63ER16X100M,tungaloy,ER,HSK-A63,2.9134,0.8661,,
HSKA63ER16X120M,tungaloy,ER,HSK-A63,3.7008,0.8661,,
HSKA63ER16X160M,tungaloy,ER,HSK-A63,5.2756,0.8661,,
HSKA63ER20X100M,tungaloy,ER,HSK-A63,2.9134,1.1024,,
HSKA63ER20X120M,tungaloy,ER,HSK-A63,3.7008,1.1024,,
HSKA63ER20X160M,tungaloy,ER,HSK-A63,5.2756,1.1024,,
HSKA100ER16X100M,tungaloy,ER,HSK-A100,2.7953,0.8661,,
HSKA100ER16X160M,tungaloy,ER,HSK-A100,5.1575,0.8661,,
HSKA100ER20X100M,tungaloy,ER,HSK-A100,2.7953,1.1024,,
HSKA40ER16X60,tungaloy,ER,HSK-A40,1.5748,1.1024,,
HSKA40ER16X80,tungaloy,ER,HSK-A40,2.3622,1.1024,,
HSKA50ER20X100,tungaloy,ER,HSK-A50,2.9134,1.3386,,
HSKA63ER16X100,tungaloy,ER,HSK-A63,2.9134,1.1024,,
HSKA63ER16X120,tungaloy,ER,HSK-A63,3.7008,1.1024,,
HSKA63ER16X160,tungaloy,ER,HSK-A63,5.2756,1.1024,,
HSKA63ER20X100,tungaloy,ER,HSK-A63,2.9134,1.3386,,
HSKA63ER20X120,tungaloy,ER,HSK-A63,3.7008,1.3386,,
HSKA63ER20X160,tungaloy,ER,HSK-A63,5.2756,1.3386,,
HSKA100ER16X100,tungaloy,ER,HSK-A100,2.7953,1.1024,,
HSKA100ER16X160,tungaloy,ER,HSK-A100,5.1575,1.1024,,
HSKA100ER20X100,tungaloy,ER,HSK-A100,2.7953,1.3386,,
HSKA100ER20X160,tungaloy,ER,HSK-A100,5.1575,1.3386,,
HSKA40ER25X80,tungaloy,ER,HSK-A40,2.3622,1.6535,,
HSKA40ER25X100,tungaloy,ER,HSK-A40,3.1496,1.6535,,
HSKA40ER32X100,tungaloy,ER,HSK-A40,3.1496,1.9685,,
HSKA63ER25X80,tungaloy,ER,HSK-A63,2.126,1.6535,,
HSKA63ER25X100,tungaloy,ER,HSK-A63,2.9134,1.6535,,
HSKA63ER25X120,tungaloy,ER,HSK-A63,3.7008,1.6535,,
HSKA63ER25X160,tungaloy,ER,HSK-A63,5.2756,1.6535,,
HSKA63ER32X80,tungaloy,ER,HSK-A63,2.126,1.9685,,
HSKA63ER32X100,tungaloy,ER,HSK-A63,2.9134,1.9685,,
HSKA63ER32X120,tungaloy,ER,HSK-A63,3.7008,1.9685,,
HSKA63ER32X140,tungaloy,ER,HSK-A63,4.4882,1.9685,,
HSKA63ER32X160,tungaloy,ER,HSK-A63,5.2756,1.9685,,
HSKA63ER40X80,tungaloy,ER,HSK-A63,2.126,2.4803,,
HSKA63ER40X100,tungaloy,ER,HSK-A63,2.9134,2.4803,,
HSKA63ER40X120,tungaloy,ER,HSK-A63,3.7008,2.4803,,
HSKA100ER25X100,tungaloy,ER,HSK-A100,2.7953,1.6535,,
HSKA100ER25X120,tungaloy,ER,HSK-A100,3.5827,1.6535,,
HSKA100ER25X160,tungaloy,ER,HSK-A100,5.2756,1.6535,,
HSKA100ER32X100,tungaloy,ER,HSK-A100,2.7953,1.9685,,
HSKA100ER32X120,tungaloy,ER,HSK-A100,3.5827,1.9685,,
HSKA100ER32X160,tungaloy,ER,HSK-A100,5.1575,1.9685,,
HSKA100ER40X100,tungaloy,ER,HSK-A100,2.7953,2.4803,,
HSKA100ER40X120,tungaloy,ER,HSK-A100,3.5827,2.4803,,
HSKA100ER40X160,tungaloy,ER,HSK-A100,5.1575,2.4803,,
HSKFM63ER16X100,tungaloy,ER,HSK-FM63,2.9134,1.1024,,
HSKFM63ER16X160,tungaloy,ER,HSK-FM63,5.2756,1.1024,,
HSKFM63ER32X100,tungaloy,ER,HSK-FM63,2.9134,1.9685,,
HSKFM63ER40X80,tungaloy,ER,HSK-FM63,2.4803,1.9685,,
HSKA63ER32SHORT,tungaloy,ER,HSK-A63,2.2087,1.9685,,
HSKA100ER32SHORT,tungaloy,ER,HSK-A100,2.3819,1.9685,,
HSKA100ER40SHORT,tungaloy,ER,HSK-A100,2.9724,2.7559,,
HSKA63MAXIN20X95,tungaloy,milling_chuck,HSK-A63,2.2047,2.0866,,
HSKA63MAXIN32X113,tungaloy,milling_chuck,HSK-A63,2.7559,2.7559,,
HSKA100MAXIN20X115,tungaloy,milling_chuck,HSK-A100,2.2047,2.0866,,
HSKA63ER32X120BIN,tungaloy,ER,HSK-A63,3.7008,1.9685,,
HSKA50HYDRO6X80,tungaloy,hydraulic,HSK-A50,2.126,0.9055,,
HSKA50HYDRO8X80,tungaloy,hydraulic,HSK-A50,2.126,0.9843,,
HSKA50HYDRO16X95,tungaloy,hydraulic,HSK-A50,2.7165,1.3386,,
HSKA50HYDRO20X100,tungaloy,hydraulic,HSK-A50,2.9134,1.4961,,
HSKA63HYDRO6X80,tungaloy,hydraulic,HSK-A63,2.126,0.9055,,
HSKA63HYDRO8X80,tungaloy,hydraulic,HSK-A63,2.126,0.9843,,
HSKA63HYDRO10X85,tungaloy,hydraulic,HSK-A63,2.3228,1.063,,
HSKA63HYDRO12X90,tungaloy,hydraulic,HSK-A63,2.5197,1.1417,,
HSKA63HYDRO14X90,tungaloy,hydraulic,HSK-A63,2.5197,1.1811,,
HSKA63HYDRO16X95,tungaloy,hydraulic,HSK-A63,2.7165,1.3386,,
HSKA63HYDRO18X95,tungaloy,hydraulic,HSK-A63,2.7165,1.4173,,
HSKA63HYDRO20X100,tungaloy,hydraulic,HSK-A63,2.9134,1.4961,,
HSKA63HYDRO25X120,tungaloy,hydraulic,HSK-A63,3.7008,1.811,,
HSKA63HYDRO32X125,tungaloy,hydraulic,HSK-A63,3.8976,2.2047,,
HSKA80HYDRO6X85,tungaloy,hydraulic,HSK-A80,2.3228,0.9055,,
HSKA80HYDRO14X95,tungaloy,hydraulic,HSK-A80,2.7165,1.1811,,
HSKA80HYDRO16X100,tungaloy,hydraulic,HSK-A80,2.9134,1.3386,,
HSKA80HYDRO18X100,tungaloy,hydraulic,HSK-A80,2.9134,1.4173,,
HSKA80HYDRO20X105,tungaloy,hydraulic,HSK-A80,3.1102,1.4961,,
HSKA80HYDRO25X115,tungaloy,hydraulic,HSK-A80,3.5039,1.811,,
HSKA100HYDRO6X85,tungaloy,hydraulic,HSK-A100,2.2047,0.9055,,
HSKA100HYDRO8X85,tungaloy,hydraulic,HSK-A100,2.2047,0.9843,,
HSKA100HYDRO10X90,tungaloy,hydraulic,HSK-A100,2.4016,1.063,,
HSKA100HYDRO12X95,tungaloy,hydraulic,HSK-A100,2.5984,1.1417,,
HSKA100HYDRO14X95,tungaloy,hydraulic,HSK-A100,2.5984,1.1811,,
HSKA100HYDRO16X100,tungaloy,hydraulic,HSK-A100,2.7953,1.3386,,
HSKA100HYDRO18X100,tungaloy,hydraulic,HSK-A100,2.7953,1.4173,,
HSKA100HYDRO20X105,tungaloy,hydraulic,HSK-A100,2.9921,1.4961,,
HSKA100HYDRO25X115,tungaloy,hydraulic,HSK-A100,3.3858,1.811,,
HSKA63HYDRO6X150,tungaloy,hydraulic,HSK-A63,4.8819,1.0236,,
HSKA63HYDRO6X200,tungaloy,hydraulic,HSK-A63,6.8504,1.0236,,
HSKA63HYDRO8X150,tungaloy,hydraulic,HSK-A63,4.8819,1.1024,,
HSKA63HYDRO10X150,tungaloy,hydraulic,HSK-A63,4.8819,1.1811,,
HSKA63HYDRO10X200,tungaloy,hydraulic,HSK-A63,6.8504,1.1811,,
HSKA63HYDRO12X150,tungaloy,hydraulic,HSK-A63,4.8819,1.2598,,
HSKA63HYDRO12X200,tungaloy,hydraulic,HSK-A63,6.8504,1.2598,,
HSKA63HYDRO14X150,tungaloy,hydraulic,HSK-A63,4.8819,1.3386,,
HSKA63HYDRO16X150,tungaloy,hydraulic,HSK-A63,4.8819,1.4961,,
HSKA63HYDRO16X200,tungaloy,hydraulic,HSK-A63,6.8504,1.4961,,
HSKA63HYDRO20X150,tungaloy,hydraulic,HSK-A63,4.8819,1.6535,,
HSKA63HYDRO20X200,tungaloy,hydraulic,HSK-A63,6.8504,1.6535,,
HSKA63HYDRO25X150,tungaloy,hydraulic,HSK-A63,4.8819,1.9685,,
HSKA63HYDRO25X200,tungaloy,hydraulic,HSK-A63,6.8504,1.9685,,
HSKA100HYDRO6X150,tungaloy,hydraulic,HSK-A100,4.8819,1.0236,,
HSKA100HYDRO6X200,tungaloy,hydraulic,HSK-A100,6.8504,1.0236,,
HSKA100HYDRO8X150,tungaloy,hydraulic,HSK-A100,4.8819,1.1024,,
HSKA100HYDRO8X200,tungaloy,hydraulic,HSK-A100,6.8504,1.1024,,
HSKA100HYDRO10X150,tungaloy,hydraulic,HSK-A100,4.8819,1.1811,,
HSKA100HYDRO10X200,tungaloy,hydraulic,HSK-A100,6.8504,1.1811,,
HSKA100HYDRO12X150,tungaloy,hydraulic,HSK-A100,4.8819,1.2598,,
HSKA100HYDRO12X200,tungaloy,hydraulic,HSK-A100,6.8504,1.2598,,
HSKA100HYDRO14X150,tungaloy,hydraulic,HSK-A100,4.8819,1.3386,,
HSKA100HYDRO14X200,tungaloy,hydraulic,HSK-A100,6.8504,1.3386,,
HSKA100HYDRO16X150,tungaloy,hydraulic,HSK-A100,4.8819,1.4961,,
HSKA100HYDRO16X200,tungaloy,hydraulic,HSK-A100,6.8504,1.4961,,
HSKA100HYDRO18X150,tungaloy,hydraulic,HSK-A100,4.8819,1.5748,,
HSKA100HYDRO18X200,tungaloy,hydraulic,HSK-A100,6.8504,1.5748,,
HSKA100HYDRO20X150,tungaloy,hydraulic,HSK-A100,4.8819,1.6535,,
HSKA100HYDRO20X200,tungaloy,hydraulic,HSK-A100,6.8504,1.6535,,
HSKA100HYDRO25X200,tungaloy,hydraulic,HSK-A100,6.8504,1.9685,,
HSKA63EM1X4.250,tungaloy,end_mill,HSK-A63,3.2201,2.5598,,
HSKA63EM1-1/4X4.250,tungaloy,end_mill,HSK-A63,3.2201,2.8098,,
HSKA63EM25X110,tungaloy,end_mill,HSK-A63,3.3071,2.5591,,
HSKA63EM32X110,tungaloy,end_mill,HSK-A63,3.3071,2.8346,,
HSKA63SRKIN1/4X3.150,tungaloy,shrink_fit,HSK-A63,2.126,0.8272,,
HSKA63SRKIN1/4X6.30,tungaloy,shrink_fit,HSK-A63,5.276,0.8272,,
HSKA63SRKIN5/16X3.150,tungaloy,shrink_fit,HSK-A63,2.2169,0.8272,,
HSKA63SRKIN3/8X3.346,tungaloy,shrink_fit,HSK-A63,2.3201,0.9402,,
HSKA63SRKIN3/8X6.30,tungaloy,shrink_fit,HSK-A63,5.276,0.9402,,
HSKA63SRKIN7/16X3.543,tungaloy,shrink_fit,HSK-A63,2.5189,0.9402,,
HSKA63SRKIN1/2X3.543,tungaloy,shrink_fit,HSK-A63,2.5189,0.9402,,
HSKA63SRKIN5/8X3.740,tungaloy,shrink_fit,HSK-A63,2.7161,1.0598,,
HSKA63SRKIN5/8X6.30,tungaloy,shrink_fit,HSK-A63,5.276,1.0598,,
HSKA63SRKIN3/4X3.937,tungaloy,shrink_fit,HSK-A63,2.913,1.3,,
HSKA63SRKIN3/4X6.30,tungaloy,shrink_fit,HSK-A63,5.276,1.3,,
HSKA63SRKIN7/8X3.937,tungaloy,shrink_fit,HSK-A63,2.913,1.7299,,
HSKA63SRKIN1X4.528,tungaloy,shrink_fit,HSK-A63,3.5039,1.7299,,
HSKA63SRKIN1-1/4X4.72,tungaloy,shrink_fit,HSK-A63,3.7,1.7299,,
HSKA100SRKIN1/4X3.500,tungaloy,shrink_fit,HSK-A100,2.3579,0.8272,,
HSKA100SRKIN1/4X6.250,tungaloy,shrink_fit,HSK-A100,5.1079,0.8272,,
HSKA100SRKIN5/16X3.500,tungaloy,shrink_fit,HSK-A100,2.3579,0.8272,,
HSKA100SRKIN5/16X4.750,tungaloy,shrink_fit,HSK-A100,3.6079,0.8272,,
HSKA100SRKIN5/16X6.250,tungaloy,shrink_fit,HSK-A100,5.1079,0.8272,,
HSKA100SRKIN3/8X3.625,tungaloy,shrink_fit,HSK-A100,2.4831,0.9402,,
HSKA100SRKIN3/8X6.250,tungaloy,shrink_fit,HSK-A100,5.1079,0.9402,,
HSKA100SRKIN7/16X3.750,tungaloy,shrink_fit,HSK-A100,2.6079,0.9402,,
HSKA100SRKIN7/16X6.250,tungaloy,shrink_fit,HSK-A100,5.1079,0.9402,,
HSKA100SRKIN1/2X3.750,tungaloy,shrink_fit,HSK-A100,2.6079,0.9402,,
HSKA100SRKIN1/2X5.000,tungaloy,shrink_fit,HSK-A100,3.8579,0.9402,,
HSKA100SRKIN5/8X4.000,tungaloy,shrink_fit,HSK-A100,2.8579,1.0598,,
HSKA100SRKIN5/8X5.000,tungaloy,shrink_fit,HSK-A100,3.8579,1.0598,,
HSKA100SRKIN3/4X4.125,tungaloy,shrink_fit,HSK-A100,3.102,1.3,,
HSKA100SRKIN3/4X6.250,tungaloy,shrink_fit,HSK-A100,5.1079,1.3,,
HSKA100SRKIN7/8X4.125,tungaloy,shrink_fit,HSK-A100,2.9831,1.7299,,
HSKA100SRKIN1X4.500,tungaloy,shrink_fit,HSK-A100,3.3579,1.7299,,
HSKA63SRKIN6X80,tungaloy,shrink_fit,HSK-A63,2.126,0.8268,,
HSKA63SRKIN6X120,tungaloy,shrink_fit,HSK-A63,3.7008,0.8268,,
HSKA63SRKIN6X160,tungaloy,shrink_fit,HSK-A63,5.2756,0.8268,,
HSKA63SRKIN8X80,tungaloy,shrink_fit,HSK-A63,2.126,0.8268,,
HSKA63SRKIN8X120,tungaloy,shrink_fit,HSK-A63,3.7008,0.8268,,
HSKA63SRKIN8X160,tungaloy,shrink_fit,HSK-A63,5.2756,0.8268,,
HSKA63SRKIN10X85,tungaloy,shrink_fit,HSK-A63,2.3228,0.9449,,
HSKA63SRKIN10X120,tungaloy,shrink_fit,HSK-A63,3.7008,0.9449,,
HSKA63SRKIN10X160,tungaloy,shrink_fit,HSK-A63,5.2756,0.9449,,
HSKA63SRKIN12X90,tungaloy,shrink_fit,HSK-A63,2.5197,0.9449,,
HSKA63SRKIN12X120,tungaloy,shrink_fit,HSK-A63,3.7008,0.9449,,
HSKA63SRKIN12X160,tungaloy,shrink_fit,HSK-A63,5.2756,0.9449,,
HSKA63SRKIN14X90,tungaloy,shrink_fit,HSK-A63,2.5197,1.063,,
HSKA63SRKIN14X120,tungaloy,shrink_fit,HSK-A63,3.7008,1.063,,
HSKA63SRKIN14X160,tungaloy,shrink_fit,HSK-A63,5.2756,1.063,,
HSKA63SRKIN16X75,tungaloy,shrink_fit,HSK-A63,1.9291,1.063,,
HSKA63SRKIN16X95,tungaloy,shrink_fit,HSK-A63,2.7165,1.063,,
