tool_id,brand,tool_type,grade_name,iso,toolpath,op,cut,strategy,dia_in,flutes,vc_sfm,rpm,fz_in,feed_ipm,ap_in,ae_in,coolant,css,hb_min,hb_max,flute_source,source_file
ADD-Accupro-ACCU-0.0080,Accupro,end_mill,6061/7075 Alum (N),N,Semi,milling,semi_finishing,conventional,0.008,4,1312,627212,0.0011,2765.66,0.008,0.0039,mist,0,30,150,record,Accupro_catalog
ADD-Accupro-ACCU-0.0080,Accupro,end_mill,6061/7075 Alum (N),N,Finish,milling,finishing,conventional,0.008,4,1509,721293,0.0008,2271.79,0.008,0.0059,mist,0,30,150,record,Accupro_catalog
ADD-Accupro-ACCU-0.0080,Accupro,end_mill,6061/7075 Alum (N),N,HSM,milling,finishing,hsm,0.008,4,1962,937681,0.0008,2953.33,0.0012,0.004,mist,0,30,150,record,Accupro_catalog
ADD-Accupro-ACCU-0.0080,Accupro,end_mill,Brass (N),N,Rough,milling,roughing,conventional,0.008,4,1497,715413,0.0014,4055.88,0.008,0.0039,flood,0,50,120,record,Accupro_catalog
ADD-Accupro-ACCU-0.0080,Accupro,end_mill,Brass (N),N,HEM Adaptive,milling,roughing,adaptive,0.008,4,2096,1001579,0.0017,6813.89,0.016,0.0008,flood,0,50,120,record,Accupro_catalog
ADD-Accupro-ACCU-0.0080,Accupro,end_mill,Brass (N),N,Trochoidal,milling,roughing,trochoidal,0.008,4,2245,1073120,0.0018,7908.98,0.02,0.0006,flood,0,50,120,record,Accupro_catalog
ADD-Accupro-ACCU-0.0080,Accupro,end_mill,Brass (N),N,Slot,milling,roughing,slot,0.008,4,1198,572331,0.0013,2920.24,0.004,0.008,flood,0,50,120,record,Accupro_catalog
ADD-Accupro-ACCU-0.0080,Accupro,end_mill,Brass (N),N,Ramp,milling,roughing,plunge,0.008,4,1048,500789,0.0007,1419.56,0.008,0.0039,flood,0,50,120,record,Accupro_catalog
ADD-Accupro-ACCU-0.0080,Accupro,end_mill,Brass (N),N,Semi,milling,semi_finishing,conventional,0.008,4,1640,784014,0.0011,3457.07,0.008,0.0039,mist,0,50,120,record,Accupro_catalog
ADD-Accupro-ACCU-0.0080,Accupro,end_mill,Brass (N),N,Finish,milling,finishing,conventional,0.008,4,1886,901617,0.0008,2839.74,0.008,0.0059,mist,0,50,120,record,Accupro_catalog
ADD-Accupro-ACCU-0.0080,Accupro,end_mill,Brass (N),N,HSM,milling,finishing,hsm,0.008,4,2452,1172102,0.0008,3691.66,0.0012,0.004,mist,0,50,120,record,Accupro_catalog
ADD-Accupro-ACCU-0.0080,Accupro,end_mill,Copper (N),N,Rough,milling,roughing,conventional,0.008,4,599,286165,0.0014,1622.35,0.008,0.0039,flood,0,40,100,record,Accupro_catalog
ADD-Accupro-ACCU-0.0080,Accupro,end_mill,Copper (N),N,HEM Adaptive,milling,roughing,adaptive,0.008,4,838,400631,0.0017,2725.55,0.016,0.0008,flood,0,40,100,record,Accupro_catalog
ADD-Accupro-ACCU-0.0080,Accupro,end_mill,Copper (N),N,Trochoidal,milling,roughing,trochoidal,0.008,4,898,429248,0.0018,3163.59,0.02,0.0006,flood,0,40,100,record,Accupro_catalog
ADD-Accupro-ACCU-0.0080,Accupro,end_mill,Copper (N),N,Slot,milling,roughing,slot,0.008,4,479,228932,0.0013,1168.09,0.004,0.008,flood,0,40,100,record,Accupro_catalog
ADD-Accupro-ACCU-0.0080,Accupro,end_mill,Copper (N),N,Ramp,milling,roughing,plunge,0.008,4,419,200316,0.0007,567.82,0.008,0.0039,flood,0,40,100,record,Accupro_catalog
ADD-Accupro-ACCU-0.0080,Accupro,end_mill,Copper (N),N,Semi,milling,semi_finishing,conventional,0.008,4,656,313606,0.0011,1382.83,0.008,0.0039,mist,0,40,100,record,Accupro_catalog
ADD-Accupro-ACCU-0.0080,Accupro,end_mill,Copper (N),N,Finish,milling,finishing,conventional,0.008,4,755,360647,0.0008,1135.9,0.008,0.0059,mist,0,40,100,record,Accupro_catalog
ADD-Accupro-ACCU-0.0080,Accupro,end_mill,Copper (N),N,HSM,milling,finishing,hsm,0.008,4,981,468841,0.0008,1476.66,0.0012,0.004,mist,0,40,100,record,Accupro_catalog
ADD-Accupro-ACCU-0.0080-end_mill,Accupro,end_mill,6061/7075 Alum (N),N,Rough,milling,roughing,conventional,0.008,4,1198,572331,0.0014,3244.71,0.008,0.0039,flood,0,30,150,record,Accupro_catalog
ADD-Accupro-ACCU-0.0080-end_mill,Accupro,end_mill,6061/7075 Alum (N),N,HEM Adaptive,milling,roughing,adaptive,0.008,4,1677,801263,0.0017,5451.11,0.016,0.0008,flood,0,30,150,record,Accupro_catalog
ADD-Accupro-ACCU-0.0080-end_mill,Accupro,end_mill,6061/7075 Alum (N),N,Trochoidal,milling,roughing,trochoidal,0.008,4,1796,858496,0.0018,6327.18,0.02,0.0006,flood,0,30,150,record,Accupro_catalog
ADD-Accupro-ACCU-0.0080-end_mill,Accupro,end_mill,6061/7075 Alum (N),N,Slot,milling,roughing,slot,0.008,4,958,457864,0.0013,2336.19,0.004,0.008,flood,0,30,150,record,Accupro_catalog
ADD-Accupro-ACCU-0.0080-end_mill,Accupro,end_mill,6061/7075 Alum (N),N,Ramp,milling,roughing,plunge,0.008,4,838,400631,0.0007,1135.65,0.008,0.0039,flood,0,30,150,record,Accupro_catalog
ADD-Accupro-ACCU-0.0080-end_mill,Accupro,end_mill,6061/7075 Alum (N),N,Semi,milling,semi_finishing,conventional,0.008,4,1312,627212,0.0011,2765.66,0.008,0.0039,mist,0,30,150,record,Accupro_catalog
ADD-Accupro-ACCU-0.0080-end_mill,Accupro,end_mill,6061/7075 Alum (N),N,Finish,milling,finishing,conventional,0.008,4,1509,721293,0.0008,2271.79,0.008,0.0059,mist,0,30,150,record,Accupro_catalog
ADD-Accupro-ACCU-0.0080-end_mill,Accupro,end_mill,6061/7075 Alum (N),N,HSM,milling,finishing,hsm,0.008,4,1962,937681,0.0008,2953.33,0.0012,0.004,mist,0,30,150,record,Accupro_catalog
ADD-Accupro-ACCU-0.0080-end_mill,Accupro,end_mill,Brass (N),N,Rough,milling,roughing,conventional,0.008,4,1497,715413,0.0014,4055.88,0.008,0.0039,flood,0,50,120,record,Accupro_catalog
ADD-Accupro-ACCU-0.0080-end_mill,Accupro,end_mill,Brass (N),N,HEM Adaptive,milling,roughing,adaptive,0.008,4,2096,1001579,0.0017,6813.89,0.016,0.0008,flood,0,50,120,record,Accupro_catalog
ADD-Accupro-ACCU-0.0080-end_mill,Accupro,end_mill,Brass (N),N,Trochoidal,milling,roughing,trochoidal,0.008,4,2245,1073120,0.0018,7908.98,0.02,0.0006,flood,0,50,120,record,Accupro_catalog
ADD-Accupro-ACCU-0.0080-end_mill,Accupro,end_mill,Brass (N),N,Slot,milling,roughing,slot,0.008,4,1198,572331,0.0013,2920.24,0.004,0.008,flood,0,50,120,record,Accupro_catalog
ADD-Accupro-ACCU-0.0080-end_mill,Accupro,end_mill,Brass (N),N,Ramp,milling,roughing,plunge,0.008,4,1048,500789,0.0007,1419.56,0.008,0.0039,flood,0,50,120,record,Accupro_catalog
ADD-Accupro-ACCU-0.0080-end_mill,Accupro,end_mill,Brass (N),N,Semi,milling,semi_finishing,conventional,0.008,4,1640,784014,0.0011,3457.07,0.008,0.0039,mist,0,50,120,record,Accupro_catalog
ADD-Accupro-ACCU-0.0080-end_mill,Accupro,end_mill,Brass (N),N,Finish,milling,finishing,conventional,0.008,4,1886,901617,0.0008,2839.74,0.008,0.0059,mist,0,50,120,record,Accupro_catalog
ADD-Accupro-ACCU-0.0080-end_mill,Accupro,end_mill,Brass (N),N,HSM,milling,finishing,hsm,0.008,4,2452,1172102,0.0008,3691.66,0.0012,0.004,mist,0,50,120,record,Accupro_catalog
ADD-Accupro-ACCU-0.0080-end_mill,Accupro,end_mill,Copper (N),N,Rough,milling,roughing,conventional,0.008,4,599,286165,0.0014,1622.35,0.008,0.0039,flood,0,40,100,record,Accupro_catalog
ADD-Accupro-ACCU-0.0080-end_mill,Accupro,end_mill,Copper (N),N,HEM Adaptive,milling,roughing,adaptive,0.008,4,838,400631,0.0017,2725.55,0.016,0.0008,flood,0,40,100,record,Accupro_catalog
ADD-Accupro-ACCU-0.0080-end_mill,Accupro,end_mill,Copper (N),N,Trochoidal,milling,roughing,trochoidal,0.008,4,898,429248,0.0018,3163.59,0.02,0.0006,flood,0,40,100,record,Accupro_catalog
ADD-Accupro-ACCU-0.0080-end_mill,Accupro,end_mill,Copper (N),N,Slot,milling,roughing,slot,0.008,4,479,228932,0.0013,1168.09,0.004,0.008,flood,0,40,100,record,Accupro_catalog
ADD-Accupro-ACCU-0.0080-end_mill,Accupro,end_mill,Copper (N),N,Ramp,milling,roughing,plunge,0.008,4,419,200316,0.0007,567.82,0.008,0.0039,flood,0,40,100,record,Accupro_catalog
ADD-Accupro-ACCU-0.0080-end_mill,Accupro,end_mill,Copper (N),N,Semi,milling,semi_finishing,conventional,0.008,4,656,313606,0.0011,1382.83,0.008,0.0039,mist,0,40,100,record,Accupro_catalog
